Date,Session source - GA4,Session medium - GA4,Session campaign - GA4,Event name - GA4,Traffic source,Paid / Organic,"Sessions - GA4, event based",Event count - GA4,Event value - GA4 (USD),Week of
2024-06-28,google,cpc,DF - Leads - Search,page_view,Google,Paid,,17,0,6/24/24
2024-06-28,(direct),(none),(direct),scroll,Direct,Organic,,3,0,6/24/24
2024-06-28,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,2,0,6/24/24
2024-06-28,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,6/24/24
2024-06-28,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,6/24/24
2024-06-28,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,5,5,0,6/24/24
2024-06-28,google,cpc,DF - Leads - Search,session_start,Google,Paid,15,15,0,6/24/24
2024-06-28,(direct),(none),(direct),user_engagement,Direct,Organic,,2,0,6/24/24
2024-06-28,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,2,0,6/24/24
2024-06-28,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,7,0,6/24/24
2024-06-29,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,6/24/24
2024-06-29,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,12,0,6/24/24
2024-06-29,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,6/24/24
2024-06-29,(direct),(none),(direct),page_view,Direct,Organic,,4,0,6/24/24
2024-06-29,(not set),(not set),(not set),page_view,Other,Paid,,1,0,6/24/24
2024-06-29,google,organic,(organic),page_view,Google,Organic,,1,0,6/24/24
2024-06-29,google,cpc,DF - Leads - Search,page_view,Google,Paid,,12,0,6/24/24
2024-06-29,(direct),(none),(direct),scroll,Direct,Organic,,1,0,6/24/24
2024-06-29,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,6/24/24
2024-06-29,google,organic,(organic),session_start,Google,Organic,1,1,0,6/24/24
2024-06-29,google,cpc,DF - Leads - Search,session_start,Google,Paid,13,13,0,6/24/24
2024-06-29,(direct),(none),(direct),user_engagement,Direct,Organic,,3,0,6/24/24
2024-06-29,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,10,0,6/24/24
2024-06-30,(direct),(none),(direct),first_visit,Direct,Organic,,5,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,22,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,6/24/24
2024-06-30,(direct),(none),(direct),page_view,Direct,Organic,,8,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,page_view,Google,Paid,,29,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,scroll,Google,Paid,,8,0,6/24/24
2024-06-30,(direct),(none),(direct),session_start,Direct,Organic,5,5,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,session_start,Google,Paid,27,27,0,6/24/24
2024-06-30,(direct),(none),(direct),user_engagement,Direct,Organic,,2,0,6/24/24
2024-06-30,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,14,0,6/24/24
2024-07-01,google,cpc,DF - Leads - Call Only,click,Google,Paid,,1,0,7/1/24
2024-07-01,google,organic,(organic),click_to_call_website,Google,Organic,,1,0,7/1/24
2024-07-01,(direct),(none),(direct),first_visit,Direct,Organic,,1,0,7/1/24
2024-07-01,google,organic,(organic),first_visit,Google,Organic,,1,0,7/1/24
2024-07-01,m.facebook.com,referral,(referral),first_visit,Other,Organic,,1,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,3,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,18,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,3,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/1/24
2024-07-01,(direct),(none),(direct),page_view,Direct,Organic,,1,0,7/1/24
2024-07-01,google,organic,(organic),page_view,Google,Organic,,1,0,7/1/24
2024-07-01,m.facebook.com,referral,(referral),page_view,Other,Organic,,1,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,7,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Search,page_view,Google,Paid,,22,0,7/1/24
2024-07-01,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/1/24
2024-07-01,google,organic,(organic),scroll,Google,Organic,,1,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,3,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Search,scroll,Google,Paid,,5,0,7/1/24
2024-07-01,(direct),(none),(direct),session_start,Direct,Organic,1,1,0,7/1/24
2024-07-01,google,organic,(organic),session_start,Google,Organic,3,3,0,7/1/24
2024-07-01,m.facebook.com,referral,(referral),session_start,Other,Organic,1,1,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,4,4,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Search,session_start,Google,Paid,20,20,0,7/1/24
2024-07-01,google,organic,(organic),user_engagement,Google,Organic,,1,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,3,0,7/1/24
2024-07-01,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,11,0,7/1/24
2024-07-02,(direct),(none),(direct),click_to_call_website,Direct,Organic,,1,0,7/1/24
2024-07-02,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,2,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,17,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,1,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/1/24
2024-07-02,(direct),(none),(direct),page_view,Direct,Organic,,3,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,4,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,page_view,Google,Paid,,22,0,7/1/24
2024-07-02,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,7/1/24
2024-07-02,(direct),(none),(direct),session_start,Direct,Organic,5,5,0,7/1/24
2024-07-02,google,organic,(organic),session_start,Google,Organic,1,1,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,2,2,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,session_start,Google,Paid,22,22,0,7/1/24
2024-07-02,(direct),(none),(direct),user_engagement,Direct,Organic,,1,0,7/1/24
2024-07-02,google,organic,(organic),user_engagement,Google,Organic,,1,0,7/1/24
2024-07-02,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,12,0,7/1/24
2024-07-03,(direct),(none),(direct),click_to_call_website,Direct,Organic,,1,0,7/1/24
2024-07-03,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,7/1/24
2024-07-03,google,organic,(organic),first_visit,Google,Organic,,1,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,2,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,16,0,7/1/24
2024-07-03,(direct),(none),(direct),form_start,Direct,Organic,,2,0,7/1/24
2024-07-03,(direct),(none),(direct),form_submission,Direct,Organic,,1,0,7/1/24
2024-07-03,(direct),(none),(direct),page_view,Direct,Organic,,3,0,7/1/24
2024-07-03,google,organic,(organic),page_view,Google,Organic,,3,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,2,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Search,page_view,Google,Paid,,26,0,7/1/24
2024-07-03,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/1/24
2024-07-03,google,organic,(organic),scroll,Google,Organic,,1,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Search,scroll,Google,Paid,,6,0,7/1/24
2024-07-03,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,7/1/24
2024-07-03,google,organic,(organic),session_start,Google,Organic,4,4,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,2,2,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Search,session_start,Google,Paid,20,20,0,7/1/24
2024-07-03,(direct),(none),(direct),user_engagement,Direct,Organic,,2,0,7/1/24
2024-07-03,google,organic,(organic),user_engagement,Google,Organic,,2,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,2,0,7/1/24
2024-07-03,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,8,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,3,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,7,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,3,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,8,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,page_view,Google,Paid,,11,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,3,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,scroll,Google,Paid,,2,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,5,5,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,session_start,Google,Paid,10,10,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/1/24
2024-07-04,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,3,0,7/1/24
2024-07-05,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,2,0,7/1/24
2024-07-05,google,cpc,DF - Leads - Search,page_view,Google,Paid,,5,0,7/1/24
2024-07-05,google,cpc,DF - Leads - Search,scroll,Google,Paid,,1,0,7/1/24
2024-07-05,google,cpc,DF - Leads - Search,session_start,Google,Paid,2,2,0,7/1/24
2024-07-05,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,1,0,7/1/24
2024-07-06,(direct),(none),(direct),first_visit,Direct,Organic,,1,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,9,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,form_start,Google,Paid,,2,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,2,0,7/1/24
2024-07-06,(direct),(none),(direct),page_view,Direct,Organic,,3,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,page_view,Google,Paid,,9,0,7/1/24
2024-07-06,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,7/1/24
2024-07-06,(direct),(none),(direct),session_start,Direct,Organic,1,1,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,session_start,Google,Paid,9,9,0,7/1/24
2024-07-06,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,5,0,7/1/24
2024-07-07,(direct),(none),(direct),click_to_call_website,Direct,Organic,,1,0,7/1/24
2024-07-07,google,organic,(organic),click_to_call_website,Google,Organic,,1,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,1,0,7/1/24
2024-07-07,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,7/1/24
2024-07-07,google,organic,(organic),first_visit,Google,Organic,,1,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,20,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,form_start,Google,Paid,,2,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/1/24
2024-07-07,(direct),(none),(direct),page_view,Direct,Organic,,6,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,page_view,Google,Paid,,30,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,scroll,Google,Paid,,8,0,7/1/24
2024-07-07,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,7/1/24
2024-07-07,google,organic,(organic),session_start,Google,Organic,1,1,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,session_start,Google,Paid,21,21,0,7/1/24
2024-07-07,(direct),(none),(direct),user_engagement,Direct,Organic,,4,0,7/1/24
2024-07-07,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,10,0,7/1/24
2024-07-08,(direct),(none),(direct),click,Direct,Organic,,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,click,Google,Paid,,1,0,7/8/24
2024-07-08,(direct),(none),(direct),click_to_call_website,Direct,Organic,,1,0,7/8/24
2024-07-08,google,organic,(organic),click_to_call_website,Google,Organic,,1,0,7/8/24
2024-07-08,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/8/24
2024-07-08,google,organic,(organic),first_visit,Google,Organic,,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,3,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,18,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,form_start,Google,Paid,,4,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,4,0,7/8/24
2024-07-08,(direct),(none),(direct),page_view,Direct,Organic,,2,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,3,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,page_view,Google,Paid,,30,0,7/8/24
2024-07-08,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,scroll,Google,Paid,,11,0,7/8/24
2024-07-08,(direct),(none),(direct),session_start,Direct,Organic,2,2,0,7/8/24
2024-07-08,google,organic,(organic),session_start,Google,Organic,1,1,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,3,3,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,session_start,Google,Paid,20,20,0,7/8/24
2024-07-08,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,12,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,file_download,Google,Paid,,1,0,7/8/24
2024-07-09,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,2,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,25,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,form_start,Google,Paid,,7,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,7,0,7/8/24
2024-07-09,(direct),(none),(direct),page_view,Direct,Organic,,5,0,7/8/24
2024-07-09,google,organic,(organic),page_view,Google,Organic,,2,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,2,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,page_view,Google,Paid,,44,0,7/8/24
2024-07-09,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,scroll,Google,Paid,,14,0,7/8/24
2024-07-09,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,7/8/24
2024-07-09,google,organic,(organic),session_start,Google,Organic,3,3,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,2,2,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,session_start,Google,Paid,30,30,0,7/8/24
2024-07-09,google,organic,(organic),user_engagement,Google,Organic,,2,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/8/24
2024-07-09,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,22,0,7/8/24
2024-07-10,(direct),(none),(direct),click,Direct,Organic,,5,0,7/8/24
2024-07-10,google,organic,(organic),click,Google,Organic,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,click,Google,Paid,,3,0,7/8/24
2024-07-10,(direct),(none),(direct),click_to_call_website,Direct,Organic,,5,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,3,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,file_download,Google,Paid,,1,0,7/8/24
2024-07-10,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/8/24
2024-07-10,google,organic,(organic),first_visit,Google,Organic,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,22,0,7/8/24
2024-07-10,(direct),(none),(direct),form_start,Direct,Organic,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,form_start,Google,Paid,,4,0,7/8/24
2024-07-10,(direct),(none),(direct),form_submission,Direct,Organic,,3,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,3,0,7/8/24
2024-07-10,(direct),(none),(direct),page_view,Direct,Organic,,4,0,7/8/24
2024-07-10,google,organic,(organic),page_view,Google,Organic,,9,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,page_view,Google,Paid,,40,0,7/8/24
2024-07-10,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/8/24
2024-07-10,google,organic,(organic),scroll,Google,Organic,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,scroll,Google,Paid,,10,0,7/8/24
2024-07-10,(direct),(none),(direct),session_start,Direct,Organic,2,2,0,7/8/24
2024-07-10,google,organic,(organic),session_start,Google,Organic,2,2,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,1,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,session_start,Google,Paid,23,23,0,7/8/24
2024-07-10,(direct),(none),(direct),user_engagement,Direct,Organic,,4,0,7/8/24
2024-07-10,google,organic,(organic),user_engagement,Google,Organic,,3,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/8/24
2024-07-10,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,11,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,click,Google,Paid,,1,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,file_download,Google,Paid,,1,0,7/8/24
2024-07-11,google,organic,(organic),first_visit,Google,Organic,,4,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,3,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,23,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,form_start,Google,Paid,,3,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,2,0,7/8/24
2024-07-11,google,organic,(organic),page_view,Google,Organic,,8,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,5,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,page_view,Google,Paid,,35,0,7/8/24
2024-07-11,google,organic,(organic),scroll,Google,Organic,,2,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,scroll,Google,Paid,,12,0,7/8/24
2024-07-11,google,organic,(organic),session_start,Google,Organic,7,7,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,3,3,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,session_start,Google,Paid,26,26,0,7/8/24
2024-07-11,google,organic,(organic),user_engagement,Google,Organic,,4,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,2,0,7/8/24
2024-07-11,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,13,0,7/8/24
2024-07-12,(direct),(none),(direct),click,Direct,Organic,,1,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,click,Google,Paid,,3,0,7/8/24
2024-07-12,google,organic,(organic),click_to_call_website,Google,Organic,,2,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,2,0,7/8/24
2024-07-12,(direct),(none),(direct),first_visit,Direct,Organic,,7,0,7/8/24
2024-07-12,google,organic,(organic),first_visit,Google,Organic,,3,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,2,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,8,0,7/8/24
2024-07-12,(direct),(none),(direct),form_start,Direct,Organic,,4,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/8/24
2024-07-12,(direct),(none),(direct),page_view,Direct,Organic,,13,0,7/8/24
2024-07-12,google,organic,(organic),page_view,Google,Organic,,1,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,2,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,page_view,Google,Paid,,9,0,7/8/24
2024-07-12,(direct),(none),(direct),scroll,Direct,Organic,,4,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,scroll,Google,Paid,,1,0,7/8/24
2024-07-12,(direct),(none),(direct),session_start,Direct,Organic,9,9,0,7/8/24
2024-07-12,google,organic,(organic),session_start,Google,Organic,3,3,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,2,2,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,session_start,Google,Paid,9,9,0,7/8/24
2024-07-12,(direct),(none),(direct),user_engagement,Direct,Organic,,7,0,7/8/24
2024-07-12,google,organic,(organic),user_engagement,Google,Organic,,1,0,7/8/24
2024-07-12,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,3,0,7/8/24
2024-07-13,(direct),(none),(direct),click,Direct,Organic,,2,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,click,Google,Paid,,1,0,7/8/24
2024-07-13,(direct),(none),(direct),click_to_call_website,Direct,Organic,,2,0,7/8/24
2024-07-13,(direct),(none),(direct),first_visit,Direct,Organic,,4,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,12,0,7/8/24
2024-07-13,(direct),(none),(direct),form_start,Direct,Organic,,1,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,form_start,Google,Paid,,5,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,5,0,7/8/24
2024-07-13,(direct),(none),(direct),page_view,Direct,Organic,,6,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,page_view,Google,Paid,,13,0,7/8/24
2024-07-13,(direct),(none),(direct),scroll,Direct,Organic,,2,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,scroll,Google,Paid,,7,0,7/8/24
2024-07-13,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,session_start,Google,Paid,14,14,0,7/8/24
2024-07-13,(direct),(none),(direct),user_engagement,Direct,Organic,,4,0,7/8/24
2024-07-13,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,9,0,7/8/24
2024-07-14,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,13,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,form_start,Google,Paid,,3,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,2,0,7/8/24
2024-07-14,(direct),(none),(direct),page_view,Direct,Organic,,5,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,page_view,Google,Paid,,14,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,7/8/24
2024-07-14,(direct),(none),(direct),session_start,Direct,Organic,4,4,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,session_start,Google,Paid,14,14,0,7/8/24
2024-07-14,(direct),(none),(direct),user_engagement,Direct,Organic,,1,0,7/8/24
2024-07-14,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,8,0,7/8/24
2024-07-15,google,organic,(organic),click_to_call_website,Google,Organic,,2,0,7/15/24
2024-07-15,(direct),(none),(direct),first_visit,Direct,Organic,,1,0,7/15/24
2024-07-15,google,organic,(organic),first_visit,Google,Organic,,6,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,27,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,form_start,Google,Paid,,2,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,2,0,7/15/24
2024-07-15,(direct),(none),(direct),page_view,Direct,Organic,,1,0,7/15/24
2024-07-15,google,organic,(organic),page_view,Google,Organic,,5,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,page_view,Google,Paid,,35,0,7/15/24
2024-07-15,google,organic,(organic),scroll,Google,Organic,,2,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,scroll,Google,Paid,,5,0,7/15/24
2024-07-15,(direct),(none),(direct),session_start,Direct,Organic,1,1,0,7/15/24
2024-07-15,google,organic,(organic),session_start,Google,Organic,7,7,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,session_start,Google,Paid,29,29,0,7/15/24
2024-07-15,google,organic,(organic),user_engagement,Google,Organic,,3,0,7/15/24
2024-07-15,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,17,0,7/15/24
2024-07-16,(direct),(none),(direct),first_visit,Direct,Organic,,1,0,7/15/24
2024-07-16,google,organic,(organic),first_visit,Google,Organic,,7,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,1,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,17,0,7/15/24
2024-07-16,google,organic,(organic),form_start,Google,Organic,,1,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/15/24
2024-07-16,google,organic,(organic),form_submission,Google,Organic,,1,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/15/24
